properties{
  layer = 0,
  x = 80,
  y = 8,
  width = 16,
  height = 8,
  pattern = "399",
}

tile{
  layer = 0,
  x = 112,
  y = 16,
  width = 16,
  height = 8,
  pattern = "398",
}

tile{
  layer = 0,
  x = 96,
  y = 8,
  width = 16,
  height = 8,
  pattern = "400",
}

tile{
  layer = 0,
  x = 96,
  y = 16,
  width = 16,
  height = 8,
  pattern = "401",
}

tile{
  layer = 0,
  x = 112,
  y = 8,
  width = 16,
  height = 8,
  pattern = "399",
}

tile{
  layer = 0,
  x = 296,
  y = 112,
  width = 8,
  height = 32,
  pattern = "590",
}

tile{
  layer = 0,
  x = 280,
  y = 112,
  width = 16,
  height = 32,
  pattern = "596",
}

tile{
  layer = 0,
  x = 272,
  y = 112,
  width = 8,
  height = 32,
  pattern = "589",
}

tile{
  layer = 0,
  x = 248,
  y = 112,
  width = 16,
  height = 16,
  pattern = "853",
}

tile{
  layer = 0,
  x = 232,
  y = 112,
  width = 16,
  height = 16,
  pattern = "852",
}

tile{
  layer = 0,
  x = 216,
  y = 112,
  width = 16,
  height = 16,
  pattern = "851",
}

tile{
  layer = 0,
  x = 240,
  y = 72,
  width = 24,
  height = 40,
  pattern = "855",
}

tile{
  layer = 0,
  x = 216,
  y = 72,
  width = 24,
  height = 40,
  pattern = "854",
}

tile{
  layer = 0,
  x = 232,
  y = 104,
  width = 16,
  height = 24,
  pattern = "635",
}

tile{
  layer = 0,
  x = 248,
  y = 104,
  width = 8,
  height = 24,
  pattern = "634",
}

tile{
  layer = 0,
  x = 224,
  y = 104,
  width = 8,
  height = 24,
  pattern = "633",
}

tile{
  layer = 0,
  x = 304,
  y = 192,
  width = 16,
  height = 16,
  pattern = "63",
}

tile{
  layer = 0,
  x = 304,
  y = 208,
  width = 16,
  height = 16,
  pattern = "64",
}

tile{
  layer = 0,
  x = 208,
  y = 176,
  width = 96,
  height = 16,
  pattern = "41",
}

tile{
  layer = 0,
  x = 304,
  y = 176,
  width = 16,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 312,
  y = 168,
  width = 8,
  height = 8,
  pattern = "122",
}

tile{
  layer = 0,
  x = 272,
  y = 160,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 272,
  y = 152,
  width = 16,
  height = 8,
  pattern = "439",
}

tile{
  layer = 0,
  x = 256,
  y = 160,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 288,
  y = 152,
  width = 16,
  height = 8,
  pattern = "440",
}

tile{
  layer = 0,
  x = 288,
  y = 160,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 304,
  y = 160,
  width = 8,
  height = 16,
  pattern = "444",
}

tile{
  layer = 0,
  x = 272,
  y = 176,
  width = 16,
  height = 16,
  pattern = "351",
}

tile{
  layer = 0,
  x = 272,
  y = 160,
  width = 16,
  height = 16,
  pattern = "350",
}

tile{
  layer = 0,
  x = 48,
  y = 72,
  width = 16,
  height = 8,
  pattern = "251",
}

tile{
  layer = 0,
  x = 16,
  y = 216,
  width = 32,
  height = 16,
  pattern = "1920",
}

tile{
  layer = 0,
  x = 224,
  y = 160,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 240,
  y = 160,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 240,
  y = 152,
  width = 16,
  height = 8,
  pattern = "439",
}

tile{
  layer = 0,
  x = 256,
  y = 152,
  width = 16,
  height = 8,
  pattern = "440",
}

tile{
  layer = 0,
  x = 224,
  y = 152,
  width = 16,
  height = 8,
  pattern = "440",
}

tile{
  layer = 0,
  x = 192,
  y = 176,
  width = 16,
  height = 16,
  pattern = "63",
}

tile{
  layer = 0,
  x = 192,
  y = 192,
  width = 16,
  height = 16,
  pattern = "64",
}

tile{
  layer = 0,
  x = 192,
  y = 160,
  width = 16,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 176,
  y = 160,
  width = 16,
  height = 16,
  pattern = "63",
}

tile{
  layer = 0,
  x = 176,
  y = 144,
  width = 16,
  height = 16,
  pattern = "129",
}

tile{
  layer = 0,
  x = 176,
  y = 176,
  width = 16,
  height = 16,
  pattern = "64",
}

tile{
  layer = 0,
  x = 208,
  y = 192,
  width = 96,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 104,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1078",
}

tile{
  layer = 0,
  x = 80,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1077",
}

tile{
  layer = 0,
  x = 88,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1088",
}

tile{
  layer = 0,
  x = 80,
  y = 16,
  width = 8,
  height = 16,
  pattern = "1082",
}

tile{
  layer = 0,
  x = 104,
  y = 16,
  width = 8,
  height = 16,
  pattern = "1080",
}

tile{
  layer = 0,
  x = 88,
  y = 48,
  width = 16,
  height = 8,
  pattern = "1087",
}

tile{
  layer = 0,
  x = 88,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1089",
}

tile{
  layer = 0,
  x = 104,
  y = 32,
  width = 8,
  height = 16,
  pattern = "1079",
}

tile{
  layer = 0,
  x = 80,
  y = 32,
  width = 8,
  height = 16,
  pattern = "1081",
}

tile{
  layer = 0,
  x = 144,
  y = 32,
  width = 64,
  height = 8,
  pattern = "1062",
}

tile{
  layer = 0,
  x = 16,
  y = 0,
  width = 16,
  height = 16,
  pattern = "412",
}

tile{
  layer = 0,
  x = 232,
  y = 0,
  width = 16,
  height = 16,
  pattern = "412",
}

tile{
  layer = 0,
  x = 296,
  y = 24,
  width = 16,
  height = 16,
  pattern = "412",
}

tile{
  layer = 0,
  x = 40,
  y = 16,
  width = 16,
  height = 16,
  pattern = "416",
}

tile{
  layer = 0,
  x = 216,
  y = 0,
  width = 16,
  height = 16,
  pattern = "416",
}

tile{
  layer = 0,
  x = 208,
  y = 16,
  width = 16,
  height = 16,
  pattern = "417",
}

tile{
  layer = 0,
  x = 256,
  y = 0,
  width = 16,
  height = 16,
  pattern = "417",
}

tile{
  layer = 0,
  x = 136,
  y = -8,
  width = 8,
  height = 16,
  pattern = "359",
}

tile{
  layer = 0,
  x = 136,
  y = 8,
  width = 8,
  height = 16,
  pattern = "395",
}

tile{
  layer = 0,
  x = 128,
  y = 24,
  width = 16,
  height = 16,
  pattern = "466",
}

tile{
  layer = 0,
  x = 128,
  y = 40,
  width = 16,
  height = 16,
  pattern = "465",
}

tile{
  layer = 0,
  x = 128,
  y = 16,
  width = 8,
  height = 8,
  pattern = "396",
}

tile{
  layer = 0,
  x = 128,
  y = 8,
  width = 8,
  height = 8,
  pattern = "397",
}

tile{
  layer = 0,
  x = 144,
  y = 8,
  width = 16,
  height = 16,
  pattern = "414",
}

tile{
  layer = 0,
  x = 200,
  y = 72,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 184,
  y = 88,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 224,
  y = 128,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 248,
  y = 136,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 280,
  y = 104,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 280,
  y = 40,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 176,
  y = 56,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 192,
  y = 40,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 88,
  y = 192,
  width = 80,
  height = 16,
  pattern = "38",
}

tile{
  layer = 0,
  x = 96,
  y = 208,
  width = 80,
  height = 16,
  pattern = "83",
}

tile{
  layer = 0,
  x = 88,
  y = 184,
  width = 8,
  height = 8,
  pattern = "304",
}

tile{
  layer = 0,
  x = 240,
  y = 216,
  width = 16,
  height = 16,
  pattern = "513",
}

tile{
  layer = 0,
  x = 272,
  y = 208,
  width = 16,
  height = 16,
  pattern = "39",
}

tile{
  layer = 0,
  x = 152,
  y = 216,
  width = 16,
  height = 16,
  pattern = "39",
}

tile{
  layer = 0,
  x = 200,
  y = 208,
  width = 16,
  height = 16,
  pattern = "39",
}

tile{
  layer = 0,
  x = 144,
  y = 176,
  width = 8,
  height = 8,
  pattern = "304",
}

tile{
  layer = 0,
  x = 152,
  y = 152,
  width = 8,
  height = 8,
  pattern = "304",
}

tile{
  layer = 0,
  x = 144,
  y = 184,
  width = 8,
  height = 8,
  pattern = "308",
}

tile{
  layer = 0,
  x = 152,
  y = 176,
  width = 8,
  height = 8,
  pattern = "308",
}

tile{
  layer = 0,
  x = 160,
  y = 152,
  width = 16,
  height = 8,
  pattern = "294",
}

tile{
  layer = 0,
  x = 168,
  y = 208,
  width = 16,
  height = 16,
  pattern = "206",
}

tile{
  layer = 0,
  x = 160,
  y = 160,
  width = 16,
  height = 16,
  pattern = "38",
}

tile{
  layer = 0,
  x = 152,
  y = 160,
  width = 8,
  height = 16,
  pattern = "301",
}

tile{
  layer = 0,
  x = 8,
  y = 104,
  width = 16,
  height = 24,
  pattern = "264",
}

tile{
  layer = 0,
  x = -8,
  y = 184,
  width = 96,
  height = 16,
  pattern = "310",
}

tile{
  layer = 0,
  x = 168,
  y = 16,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 152,
  y = 16,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 176,
  y = 8,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 160,
  y = 8,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 152,
  y = 0,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 168,
  y = 0,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 176,
  y = 24,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 160,
  y = 24,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 160,
  y = 136,
  width = 16,
  height = 16,
  pattern = "244",
}

tile{
  layer = 0,
  x = 40,
  y = 136,
  width = 8,
  height = 8,
  pattern = "491",
}

tile{
  layer = 0,
  x = 48,
  y = 144,
  width = 8,
  height = 8,
  pattern = "494",
}

tile{
  layer = 0,
  x = 64,
  y = 144,
  width = 8,
  height = 8,
  pattern = "494",
}

tile{
  layer = 0,
  x = 72,
  y = 144,
  width = 8,
  height = 8,
  pattern = "493",
}

tile{
  layer = 0,
  x = 40,
  y = 152,
  width = 8,
  height = 16,
  pattern = "1713",
}

tile{
  layer = 0,
  x = -8,
  y = 168,
  width = 48,
  height = 8,
  pattern = "1707",
}

tile{
  layer = 0,
  x = 40,
  y = 168,
  width = 8,
  height = 8,
  pattern = "1715",
}

tile{
  layer = 0,
  x = 48,
  y = 152,
  width = 112,
  height = 8,
  pattern = "1707",
}

tile{
  layer = 0,
  x = 40,
  y = 152,
  width = 8,
  height = 8,
  pattern = "1710",
}

tile{
  layer = 0,
  x = 152,
  y = 184,
  width = 16,
  height = 16,
  pattern = "55",
}

tile{
  layer = 0,
  x = 264,
  y = 0,
  width = 16,
  height = 16,
  pattern = "413",
}

tile{
  layer = 0,
  x = 200,
  y = 8,
  width = 16,
  height = 16,
  pattern = "416",
}

tile{
  layer = 0,
  x = 200,
  y = 24,
  width = 16,
  height = 16,
  pattern = "417",
}

tile{
  layer = 0,
  x = 296,
  y = 32,
  width = 16,
  height = 16,
  pattern = "416",
}

tile{
  layer = 0,
  x = 312,
  y = 48,
  width = 16,
  height = 16,
  pattern = "417",
}

tile{
  layer = 0,
  x = 224,
  y = 8,
  width = 16,
  height = 16,
  pattern = "415",
}

tile{
  layer = 0,
  x = 232,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1944",
}

tile{
  layer = 0,
  x = 200,
  y = 0,
  width = 16,
  height = 16,
  pattern = "1946",
}

tile{
  layer = 0,
  x = 216,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1943",
}

tile{
  layer = 0,
  x = 200,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1942",
}

tile{
  layer = 0,
  x = 200,
  y = -16,
  width = 16,
  height = 16,
  pattern = "1947",
}

tile{
  layer = 0,
  x = 264,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1944",
}

tile{
  layer = 0,
  x = 248,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1943",
}

tile{
  layer = 0,
  x = 280,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1952",
}

tile{
  layer = 0,
  x = 280,
  y = 32,
  width = 16,
  height = 32,
  pattern = "1947",
}

tile{
  layer = 0,
  x = 216,
  y = 16,
  width = 80,
  height = 8,
  pattern = "1062",
}

tile{
  layer = 0,
  x = 208,
  y = -16,
  width = 8,
  height = 32,
  pattern = "1065",
}

tile{
  layer = 0,
  x = 216,
  y = 0,
  width = 32,
  height = 16,
  pattern = "1118",
}

tile{
  layer = 0,
  x = 296,
  y = 40,
  width = 32,
  height = 16,
  pattern = "1118",
}

tile{
  layer = 0,
  x = 296,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1856",
}

tile{
  layer = 0,
  x = 312,
  y = 64,
  width = 16,
  height = 16,
  pattern = "1944",
}

tile{
  layer = 0,
  x = 296,
  y = 64,
  width = 16,
  height = 16,
  pattern = "1943",
}

tile{
  layer = 0,
  x = 280,
  y = 64,
  width = 16,
  height = 16,
  pattern = "1942",
}

tile{
  layer = 0,
  x = 152,
  y = 40,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 296,
  y = 80,
  width = 16,
  height = 16,
  pattern = "1886",
}

tile{
  layer = 0,
  x = 312,
  y = 80,
  width = 16,
  height = 16,
  pattern = "1895",
}

tile{
  layer = 0,
  x = 280,
  y = 80,
  width = 16,
  height = 16,
  pattern = "1885",
}

tile{
  layer = 0,
  x = 304,
  y = 112,
  width = 24,
  height = 16,
  pattern = "1020",
}

tile{
  layer = 0,
  x = 296,
  y = 96,
  width = 24,
  height = 16,
  pattern = "1020",
}

tile{
  layer = 0,
  x = 296,
  y = 64,
  width = 32,
  height = 8,
  pattern = "1062",
}

tile{
  layer = 0,
  x = 288,
  y = 16,
  width = 8,
  height = 48,
  pattern = "1065",
}

tile{
  layer = 0,
  x = 232,
  y = 88,
  width = 16,
  height = 16,
  pattern = "2072",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 16,
  height = 16,
  pattern = "1820",
}

tile{
  layer = 0,
  x = 8,
  y = 16,
  width = 16,
  height = 16,
  pattern = "1822",
}

tile{
  layer = 0,
  x = 112,
  y = 200,
  width = 16,
  height = 16,
  pattern = "220",
}

tile{
  layer = 0,
  x = 112,
  y = 184,
  width = 16,
  height = 16,
  pattern = "215",
}

tile{
  layer = 0,
  x = 112,
  y = 216,
  width = 16,
  height = 16,
  pattern = "221",
}

tile{
  layer = 0,
  x = 128,
  y = 184,
  width = 16,
  height = 16,
  pattern = "217",
}

tile{
  layer = 0,
  x = 128,
  y = 216,
  width = 16,
  height = 16,
  pattern = "223",
}

tile{
  layer = 0,
  x = 128,
  y = 200,
  width = 16,
  height = 16,
  pattern = "218",
}

tile{
  layer = 0,
  x = 128,
  y = 232,
  width = 16,
  height = 8,
  pattern = "226",
}

tile{
  layer = 0,
  x = 112,
  y = 232,
  width = 16,
  height = 8,
  pattern = "224",
}

tile{
  layer = 0,
  x = 56,
  y = 224,
  width = 16,
  height = 16,
  pattern = "39",
}

tile{
  layer = 0,
  x = 64,
  y = 120,
  width = 16,
  height = 16,
  pattern = "99",
}

tile{
  layer = 0,
  x = 64,
  y = 56,
  width = 16,
  height = 16,
  pattern = "56",
}

tile{
  layer = 0,
  x = 64,
  y = 0,
  width = 16,
  height = 16,
  pattern = "412",
}

tile{
  layer = 0,
  x = 120,
  y = 0,
  width = 16,
  height = 16,
  pattern = "413",
}

tile{
  layer = 0,
  x = 168,
  y = 32,
  width = 16,
  height = 8,
  pattern = "630",
}

tile{
  layer = 0,
  x = 224,
  y = 152,
  width = 16,
  height = 8,
  pattern = "683",
}

tile{
  layer = 0,
  x = 224,
  y = 160,
  width = 16,
  height = 16,
  pattern = "682",
}

tile{
  layer = 0,
  x = 224,
  y = 176,
  width = 16,
  height = 16,
  pattern = "681",
}

tile{
  layer = 0,
  x = 264,
  y = 0,
  width = 16,
  height = 16,
  pattern = "59",
}

tile{
  layer = 0,
  x = 248,
  y = 16,
  width = 16,
  height = 16,
  pattern = "682",
}

tile{
  layer = 0,
  x = 112,
  y = 152,
  width = 40,
  height = 8,
  pattern = "492",
}

tile{
  layer = 0,
  x = 104,
  y = 152,
  width = 8,
  height = 8,
  pattern = "491",
}

tile{
  layer = 0,
  x = 120,
  y = 152,
  width = 8,
  height = 8,
  pattern = "494",
}

tile{
  layer = 0,
  x = 136,
  y = 152,
  width = 8,
  height = 8,
  pattern = "494",
}

tile{
  layer = 0,
  x = 152,
  y = 152,
  width = 8,
  height = 8,
  pattern = "493",
}

tile{
  layer = 0,
  x = 56,
  y = 96,
  width = 16,
  height = 16,
  pattern = "504",
}

tile{
  layer = 0,
  x = 48,
  y = 104,
  width = 16,
  height = 16,
  pattern = "504",
}

tile{
  layer = 0,
  x = 112,
  y = 56,
  width = 16,
  height = 16,
  pattern = "98",
}

tile{
  layer = 0,
  x = 160,
  y = 80,
  width = 16,
  height = 16,
  pattern = "102",
}

tile{
  layer = 0,
  x = 64,
  y = 104,
  width = 24,
  height = 16,
  pattern = "915",
}

tile{
  layer = 0,
  x = 88,
  y = 64,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 152,
  y = 104,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 136,
  y = 112,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 80,
  y = 136,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 24,
  y = 112,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 40,
  y = 80,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 96,
  y = 120,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 264,
  y = 64,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 168,
  y = 192,
  width = 8,
  height = 16,
  pattern = "1831",
}

tile{
  layer = 0,
  x = 208,
  y = 160,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 208,
  y = 152,
  width = 16,
  height = 8,
  pattern = "439",
}

tile{
  layer = 0,
  x = 200,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1885",
}

tile{
  layer = 0,
  x = 232,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1895",
}

tile{
  layer = 0,
  x = 216,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1886",
}

tile{
  layer = 0,
  x = 264,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1895",
}

tile{
  layer = 0,
  x = 264,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1978",
}

tile{
  layer = 0,
  x = 248,
  y = 32,
  width = 16,
  height = 16,
  pattern = "681",
}

tile{
  layer = 0,
  x = 216,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1970",
}

tile{
  layer = 0,
  x = 104,
  y = 112,
  width = 16,
  height = 16,
  pattern = "700",
}

tile{
  layer = 0,
  x = -8,
  y = 120,
  width = 32,
  height = 24,
  pattern = "272",
}

tile{
  layer = 0,
  x = 0,
  y = 144,
  width = 16,
  height = 16,
  pattern = "605",
}

tile{
  layer = 0,
  x = 16,
  y = 144,
  width = 8,
  height = 8,
  pattern = "521",
}

tile{
  layer = 0,
  x = 24,
  y = 144,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 192,
  y = 112,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 176,
  y = 112,
  width = 8,
  height = 16,
  pattern = "19",
}

tile{
  layer = 0,
  x = 176,
  y = 136,
  width = 8,
  height = 8,
  pattern = "123",
}

tile{
  layer = 0,
  x = 184,
  y = 136,
  width = 8,
  height = 8,
  pattern = "122",
}

tile{
  layer = 0,
  x = 192,
  y = 152,
  width = 8,
  height = 8,
  pattern = "123",
}

tile{
  layer = 0,
  x = 200,
  y = 152,
  width = 8,
  height = 8,
  pattern = "122",
}

tile{
  layer = 0,
  x = 192,
  y = 144,
  width = 8,
  height = 8,
  pattern = "124",
}

tile{
  layer = 0,
  x = 192,
  y = 128,
  width = 16,
  height = 16,
  pattern = "479",
}

tile{
  layer = 0,
  x = 176,
  y = 128,
  width = 8,
  height = 8,
  pattern = "124",
}

tile{
  layer = 0,
  x = 200,
  y = 128,
  width = 16,
  height = 16,
  pattern = "454",
}

tile{
  layer = 0,
  x = 48,
  y = 0,
  width = 16,
